Name,Description,Size,Script: On Execute,Gadget,Slots,NEED TOTAL?,Colour,Upgrade,Weaken,Alternate Status Trigger,SFX,Uses?,Cast Backwards?,Single use?,Tags,Witch Spell,Script: Before Combat,Script: After Combat,Script: Before Start Turn,Script: On Start Turn,Script: On any equipment use,Script: On any countdown reduce,Script: End Turn,Script: Before execute,Script: On Snap,Script: On Fury,Script: On Dodge
Vengeance_upgraded,Do [vanish]<d6> damage|On [fury]Fury[]: vanish [vanish]ALL dice,2,attack(d|VANISH); sfx(~_vanish~);,Mass Deception,NORMAL,,PINK,,,,none,0,NO,NO,,,,,,,,,,,,inflict(VANISH);,
Vengeance_downgraded,Do [vanish]<d6> damage|On [fury]Fury[]: vanish [vanish]1 dice,2,attack(d|VANISH); sfx(~_vanish~);,Mass Deception,MAX5,,PINK,,,,none,0,NO,NO,,,,,,,,,,,,inflict(~ncr_vanish~|1);,
Scary Book,Vanish [vanish]<d6> dice,1,inflict(~ncr_vanish~|d); sfx(~_vanish~);,Strobe Light,MAX3,,PINK,change_power,change_power,,none,0,NO,NO,,1,,,,,,,,,,,
Scary Book_upgraded,Vanish [vanish]<d6> dice|Do [vanish]2 damage,1,inflict(~ncr_vanish~|d); sfx(~_vanish~); attack(2|VANSH);,Strobe Light,MAX3,,PINK,,,,none,0,NO,NO,,,,,,,,,,,,,
Scary Book_downgraded,Vanish a dice,1,inflict(~ncr_vanish~); sfx(~_vanish~);,Strobe Light,MAX3,,PINK,,,,none,0,NO,NO,,,,,,,,,,,,,
Brambillusion,Vanish [vanish]2 dice|Gain [thorns]2 thorns,1,inflict(~ncr_vanish~|2); inflictself(THORNS|2); sfx(~_vanish~|~~|0.2); sfx(~_thorns~);,Needle,COUNTDOWN,8,PURPLE,change_power,change_power,,none,0,NO,NO,,1,,,,,,,,,,,inflictself(THORNS|2); sfx(~_thorns~);
Brambillusion_upgraded,Vanish [vanish]3 dice|Gain [thorns]3 thorns,1,inflict(~ncr_vanish~|3); inflictself(THORNS|3); sfx(~_vanish~|~~|0.2); sfx(~_thorns~);,Needle,COUNTDOWN,8,PURPLE,,,,none,0,NO,NO,,,,,,,,,,,,,inflictself(THORNS|3); sfx(~_thorns~);
Brambillusion_downgraded,Vanish [vanish]1 dice|Gain [thorns]1 thorns,1,inflict(~ncr_vanish~|1); inflictself(THORNS|1); sfx(~_vanish~|~~|0.2); sfx(~_thorns~);,Needle,COUNTDOWN,8,PURPLE,,,,none,0,NO,NO,,,,,,,,,,,,,inflictself(THORNS|1); sfx(~_thorns~);
Greek Fire,Do [vanish]<d6> damage[;] +[vanish]1 for|each [vanish]vanish on enemy,1,if(getstatus(VANISH) > 0) { attack(d + target.dice + target.extradice + target.bonusdice|VANISH); sfxdamage(target|d + target.dice + target.extradice + target.bonusdice); } else { attack(d + getstatus(~ncr_vanish~) | VANISH); sfxdamage(target|d + getstatus(~ncr_vanish~) ); } sfx(~_vanish~);,Hadoken,MAX4,,PINK,change_power,change_power,,none,0,NO,NO,,,,,,,,,,,,,
Greek Fire_upgraded,Do [vanish]<d6> damage[;] +[vanish]1 for|each [vanish]vanish on enemy,1,if(getstatus(VANISH) > 0) { attack(d + target.dice + target.extradice + target.bonusdice|VANISH); sfxdamage(target|d + target.dice + target.extradice + target.bonusdice); } else { attack(d + getstatus(~ncr_vanish~) | VANISH); sfxdamage(target|d + getstatus(~ncr_vanish~) ); } sfx(~_vanish~);,Hadoken,NORMAL,,PINK,,,,none,0,NO,NO,,,,,,,,,,,,,
Greek Fire_downgraded,Do [vanish]<d6> damage,1,attack(d | VANISH); sfxdamage(target|d); sfx(~_vanish~);,Hadoken,MAX3,,PINK,,,,none,0,NO,NO,,,,,,,,,,,,,
Quickslime,[90%]Turn [vanish]1 vanish into [lock]1 lock|,1,if(getstatus(~ncr_vanish~)>0 # getstatus(VANISH) > 0){removestatus(~ncr_vanish~|1); inflict(LOCK|1); sfx(~_lock~);} else{self.textparticle(~No effect!~);},Oh No!,NORMAL,,GRAY,change_power,change_power,,NONE,3,NO,NO,,,,,,,,,,,,,
Quickslime_upgraded,[90%]Turn [vanish]1 vanish into [lock]1 lock|,1,if(getstatus(~ncr_vanish~)>0 # getstatus(VANISH) > 0){removestatus(~ncr_vanish~|1); inflict(LOCK|1); sfx(~_lock~);} else{self.textparticle(~No effect!~);},Oh No!,NORMAL,,GRAY,,,,NONE,-1,NO,NO,,,,,,,,,,,,,
Quickslime_downgraded,[90%]Turn [vanish]1 vanish into [lock]1 lock,1,if(getstatus(~ncr_vanish~)>0 # getstatus(VANISH) > 0){removestatus(~ncr_vanish~|1); inflict(LOCK|1); sfx(~_lock~);} else{self.textparticle(~No effect!~);},Oh No!,NORMAL,,GRAY,,,,NONE,0,NO,NO,,,,,,,,,,,,,
