Name,Description,Size,Script: On Execute,Gadget,Slots,NEED TOTAL?,Colour,Upgrade,Weaken,Alternate Status Trigger,SFX,Uses?,Cast Backwards?,Single use?,Tags,Witch Spell,Script: Before Combat,Script: After Combat,Script: Before Start Turn,Script: On Start Turn,Script: On any equipment use,Script: On any countdown reduce,Script: End Turn,Script: Before execute,Script: On Snap,Script: On Fury,Script: On Dodge
Call for Backup Robot,Slot Machine|Get random equipment,2,if(self.layout != ~DECK~) { var exceptions = [~skillcard~|~excludefromrandomlists~|~alternateversion~|~robotonly~|~witchonly~|~inventoronly~|~onceperbattle~]; if(self.usecpuinsteadofdice) exceptions.remove(~robotonly~); if(self.getskillcard() != null && self.getskillcard().skillcard == ~witch~) exceptions.remove(~witchonly~); if(self.getskillcard() != null && self.getskillcard().skillcard == ~inventor~) exceptions.remove(~inventoronly~); var geteqs = getequipmentlist(null|[]|exceptions); giveequipment(rand(geteqs)); } //$if(self.layout == ~DECK~) replacemewith(rand(getequipmentlist(null|[]|[~skillcard~|~excludefromrandomlists~|~robotonly~|~witchonly~|~onceperbattle~|~alternateversion~]))| -1);$,Reversal,,,GRAY,,change_power,,none,0,YES,NO,powercard,,,,,,,,,,,e.preventdefault = true; e.maintainfury = true;,
Call for Backup Witch,Magic Trick|Discard current hand,2,//$e.preventdefault = true; Deck.discardhand();$,Regenerate,,,PURPLE,,change_power,,none,0,YES,NO,excludefromrandomlists|powercard,,,,,,,,,,,e.preventdefault = true; e.maintainfury = true;,
Call for Backup Inventor,Inspiration|Copy next card,2,if(self.layout != ~DECK~) { e.preventdefault = true; var eqlist = []; for(eq in self.equipment) { if(eq.skillcard == ~~ ) { eqlist.push(eq); } } if(self.stolencard) { eqlist.push(self.stolencard); } if(eqlist[eqlist.indexOf(e) + 1] != null) { giveequipment(eqlist[eqlist.indexOf(e) + 1].name + eqlist[eqlist.indexOf(e) + 1].namemodifier); } else { self.textparticle(~No next card!~); } } //$if(self.layout == ~DECK~) { e.preventdefault = true; Deck.copynextcard(self| e); }$,Time Stop,,,ORANGE,,change_power,,none,0,YES,NO,powercard,,,,,,,,,,,e.preventdefault = true; e.maintainfury = true;,
Call for Backup Warrior,Warrior Smash|[sword]<var:bopcount> dmg[;] +1 per bop,2,attack(self.getvar(~bopcount~));,Lucky Shot,,,BRIGHTCYAN,,change_power,,none,0,NO,NO,excludefromrandomlists|powercard,,self.setvar(~bopcount~| 0);,self.setvar(~bopcount~| 0);,,,,,,,,,
Call for Backup Warrior?,Warrior Charge|Add 3 to Kapow damage,2,self.setvar(~kapowcount~| self.getvar(~kapowcount~) + 3); sfx(~_magic~);,,,,BRIGHTCYAN,,change_power,,none,0,YES,NO,excludefromrandomlists|alternateversion|powercard,,,,,,,,,,,,
Call for Backup Witch?,Multicard!|Add an extra card to|your hand (this turn),2,//$e.preventdefault - true; Deck.sethandsize(4); Deck.lookahead = 0;$,,,,PURPLE,,change_power,,none,0,YES,NO,excludefromrandomlists|alternateversion|powercard,,,,,,,,Deck.sethandsize(3); Deck.lookahead = 3;,,,e.preventdefault = true; e.maintainfury = true;,
Call for Backup Inventor?,Random Access|Copy a random item|from your deck,2,if(self.layout != ~DECK~) { var eqlist = []; for(eq in self.equipment) { if(eq.skillcard == ~~ && eq != e ) { eqlist.push(eq); } } if(self.stolencard) { eqlist.push(self.stolencard); } if(eqlist.length > 0) { giveequipment(rand(eqlist).name + rand(eqlist).namemodifier); } else { self.textparticle(~No effect!~); } } //$if(self.layout == ~DECK~) { replacemewith(rand(Deck.getcardlist(~all~))| -1); } $,Emulator,,,ORANGE,,change_power,,none,0,YES,NO,alternateversion|powercard,,,,,,,,,,,e.preventdefault = true; e.maintainfury = true;,
Spatulasword,Do [sword]<d6> damage[;] and|flip the dice upside down,2,attack(d); givedice(7 - d);,Megaflip,NORMAL,,RED,change_power,change_power,,,0,NO,NO,,1,,,,,,,,,,,givedice(7 - d);
Spatulasword_upgraded,Flip the dice upside down[;]|and do [sword]<d6> damage,2,attack(7 - d); givedice(7 - d);,Megaflip,NORMAL,,RED,,,,,0,NO,NO,,,,,,,,,,,,,givedice(7 - d);
Spatulasword_downgraded,Flip a dice upside down,2,givedice(7 - d);,Megaflip,NORMAL,,RED,,,,,0,NO,NO,,,,,,,,,,,,,givedice(7 - d);
Bear Hug,Do [sword]<double> damage[;]|lose a dice|[80%][gray]''Let it out''[],2,attack(d * 2); self.extradice--; if(self.dice + self.extradice < 1) self.extradice = 1- self.dice;,Plexiglass,NORMAL,,YELLOW,add1,complicate,,,0,NO,NO,,,,,var vegetablegame = [~I'm here for you~|~I understand~|~There There~|~Don't worry~|~Let it out~|~You're not alone~|~It's ok~]; for(i in 0...vegetablegame.length) { if(e.fulldescription.indexOf(vegetablegame[i]) != -1) { var phrase = vegetablegame[i]; vegetablegame.remove(phrase); e.fulldescription = e.fulldescription.split(phrase).join(rand(vegetablegame)); break; } },,,,,,,,
Action!,Keep a <d6> for next turn,1,inflictself(~stash~+d|1); inflictself(~illuminate~);,Magic Dice,NORMAL,,ORANGE,change_power,complicate,,,0,YES,NO,finale,1,,,,,,,,,,,
Action!_upgraded,Keep two <d6>s for next turn,1,if(actualdice[0].basevalue == actualdice[1].basevalue) { inflictself(~stash~+actualdice[0].basevalue|2); inflictself(~illuminate~); } else { inflictself(~stash~+actualdice[0].basevalue|1); inflictself(~stash~+actualdice[1].basevalue|1); inflictself(~illuminate~); },Magic Dice,NORMAL|NORMAL,,ORANGE,,,,,0,YES,NO,finale,,,,,,,,,,,,
Bow Wow Wow,Make unavailable cards|available[;] return dice,2,if(self.layout == ~DECK~) { var cardlist = Deck.getcards(~all~); for(c in cardlist){ if(!c.equipment.availablethisturn) { c.equipment.availablethisturn = true; c.equipment.animate(~flash~); } } givedice(d); } else { for(eq in self.equipment) { if(!eq.availablethisturn && eq.show) { eq.availablethisturn = true; eq.animate(~flash~); } } givedice(d); },Sustainability,EVEN,,PINK,simplify,complicate,,,0,YES,NO,,,,,,,,,,,,,
Table Slam,Reroll all unused dice[;]|and return this dice,1,var c = 0; for (mydice in self.dicepool){ if (mydice.available()){ mydice.animatereroll(rand([1|2|3|4|5|6])| self.screenposition()| c * 0.05); c++; } } givedice(d);,Reroll,ODD,,PURPLE,simplify,complicate,,,0,YES,NO,,,,,,,,,,,,,
Melody,Inflict [weaken]1 weaken,2,inflict(WEAKEN| 1);,Burrower,NORMAL,,ORANGE,change_power,complicate,,,0,NO,NO,,,,,,,,,,,,,
Melody_upgraded,Inflict [weaken]2 weaken,2,inflict(WEAKEN| 2);,Burrower,NORMAL,,ORANGE,,,,,0,NO,NO,,,,,,,,,,,,,
Chorus,Roll a dice for every|[weaken]1 weaken on enemy,1,var numweaken = getstatus(WEAKEN); if(numweaken > 0) { var returndice = []; for(i in 0 ... numweaken) { returndice.push(rand([1|2|3|4|5|6])); } givedice(returndice); },Burrower,MAX3,,ORANGE,simplify,complicate,,,0,YES,NO,,,,,,,,,,,,,
Fortify,Increase [shield] shield|by 50 percent,1,inflictself(SHIELD| getstatusself(SHIELD) * 0.5);,Barricade,COUNTDOWN,6,ORANGE,change_power,change_power,,,0,YES,NO,,,,,,,,,,,,,
Fortify_upgraded,Double [shield] shield,1,inflictself(SHIELD| getstatusself(SHIELD));,Barricade,COUNTDOWN,6,ORANGE,,,,,0,,,,,,,,,,,,,,,
Fortify_downgraded,Increase [shield] shield|by 25 percent,1,inflictself(SHIELD| getstatusself(SHIELD) * 0.25);,Barricade,COUNTDOWN,6,ORANGE,,,,,0,YES,NO,,,,,,,,,,,,,
Front Line,Lose [heart]3 health[;] gain|[shield]3 shield[;] return the dice,2,pierceattackself(3); inflictself(SHIELD| 3); givedice(d);,Hustle,NORMAL,,ORANGE,change_power,complicate,,,0,YES,NO,,,,,,,,,,,,,
Front Line_upgraded,Lose [heart]6 health[;] gain|[shield]6 shield[;] return the dice,2,pierceattackself(6); inflictself(SHIELD| 6); givedice(d);,Hustle,NORMAL,,ORANGE,,,,,0,YES,NO,,,,,,,,,,,,,
Princess Guard,Do [sword]<d6> damage|25% chance to add [shield]<d6>,1,var odds = 25; if(getstatusself(~luck~) > 0){ odds += 25; } if(getstatusself(~luck+~) > 0){ odds = 100; } attack(d); if(chance(odds)) { self.textparticle(~Success!~); inflictself(SHIELD| d); sfx(~_shield~|~~|0.2); } sfxdamage(target|d); ,Safeguard,MAX4,,ORANGE,change_power,change_power,,,0,NO,NO,,1,,,,,,,,,,,var odds = 25; if(getstatusself(~luck~) > 0){ odds += 25; } if(getstatusself(~luck+~) > 0){ odds = 100; } if(chance(odds)) { self.textparticle(~Success!~); inflictself(SHIELD| d); sfx(~_shield~|~~|0.2); } sfxdamage(target|d); 
Princess Guard_upgraded,Do [sword]<d6> damage|75% chance to add [shield]<d6>,1,var odds = 75; if(getstatusself(~luck~) > 0){ odds = 100; } if(getstatusself(~luck+~) > 0){ odds = 100; } attack(d); if(chance(odds)) { self.textparticle(~Success!~); inflictself(SHIELD| d); sfx(~_shield~|~~|0.2); } sfxdamage(target|d);,Safeguard,MAX4,,ORANGE,,,,,0,NO,NO,,,,,,,,,,,,,var odds = 75; if(getstatusself(~luck~) > 0){ odds = 100; } if(getstatusself(~luck+~) > 0){ odds = 100; } if(chance(odds)) { self.textparticle(~Success!~); inflictself(SHIELD| d); sfx(~_shield~|~~|0.2); } sfxdamage(target|d);
Princess Guard_downgraded,Do [sword]<d6> damage,1,attack(d);,Safeguard,MAX4,,ORANGE,,,,,0,NO,NO,,,,,,,,,,,,,
Venus Gospel,Do [weaken]<d6> damage|25% chance +[weaken]2 weaken,1,var odds = 25; if(getstatusself(~luck~) > 0){ odds += 25; } if(getstatusself(~luck+~) > 0){ odds = 100; } if(chance(odds)) { self.textparticle(~Success!~); inflict(WEAKEN| 2); } attack(d| WEAKEN);,Scream,MAX5,,ORANGE,change_power,change_power,,,0,NO,NO,,1,,,,,,,,,,,
Venus Gospel_upgraded,Do [weaken]<d6> damage|25% chance +[weaken]3 weaken,1,var odds = 25; if(getstatusself(~luck~) > 0){ odds += 25; } if(getstatusself(~luck+~) > 0){ odds = 100; } if(chance(odds)) { self.textparticle(~Success!~); inflict(WEAKEN| 3); } attack(d| WEAKEN);,Scream,MAX5,,ORANGE,,,,,0,NO,NO,,,,,,,,,,,,,
Venus Gospel_downgraded,Do [weaken]<d6> damage,1,attack(d| WEAKEN);,Scream,MAX5,,ORANGE,,,,,0,NO,NO,,,,,,,,,,,,,
Snapdragon,Do [sword]3 damage[;]|on 6[;] gain [mana]2 mana,1,attack(3); if(d == 6) { inflictself(MANA|2); sfxdamage(target|3);  sfx(~_mana~); } else { sfxdamage(target|3); },Glisten,NORMAL,,RED,change_power,change_power,,,0,NO,NO,,1,,,,,,,,,,,if(d == 6) { inflictself(MANA|2); sfx(~_mana~|~~|0.2); }
Snapdragon_upgraded,Do [sword]3 damage[;]|on even[;] gain [mana]2 mana,1,attack(3); if(d % 2 == 0) { inflictself(MANA|2); sfxdamage(target|3);  sfx(~_mana~); } else { sfxdamage(target|3); },Glisten,NORMAL,,RED,,,,,0,NO,NO,,,,,,,,,,,,,if(d % 2 == 0) { inflictself(MANA|2); sfx(~_mana~|~~|0.2); }
Snapdragon_downgraded,Do [sword]3 damage[;]|on 3[;] gain [mana]2 mana,1,attack(3); if(d == 3) { inflictself(MANA|2); sfxdamage(target|3);  sfx(~_mana~); } else { sfxdamage(target|3); },Glisten,MAX3,,RED,,,,,0,NO,NO,,,,,,,,,,,,,if(d == 3) { inflictself(MANA|2); sfx(~_mana~|~~|0.2); }
Fruit Bowl,Do [sword]1 damage[;] reroll dice|(Cost [mana]1[]: return two dice),1,if(getstatusself(MANA) > 0) { removestatusself(MANA|1); givedice([rand([1|2|3|4|5|6])|rand([1|2|3|4|5|6])]); } else { givedice(); } attack(1);,Random Roll,NORMAL,,BRIGHTCYAN,change_power,change_power,,,0,NO,NO,,1,,,,,,,,,,,if(getstatusself(MANA) > 0) { removestatusself(MANA|1); givedice([rand([1|2|3|4|5|6])|rand([1|2|3|4|5|6])]); } else { givedice(); }
Fruit Bowl_upgraded,Do [sword]1 damage[;] reroll dice|(Cost [mana]1[]: return two dice)|[gray](Reuseable),1,if(getstatusself(MANA) > 0) { removestatusself(MANA|1); givedice([rand([1|2|3|4|5|6])|rand([1|2|3|4|5|6])]); } else { givedice(); } attack(1);,Random Roll,NORMAL,,BRIGHTCYAN,,,,,2,NO,NO,,,,,,,,,,,,,if(getstatusself(MANA) > 0) { removestatusself(MANA|1); givedice([rand([1|2|3|4|5|6])|rand([1|2|3|4|5|6])]); } else { givedice(); }
Fruit Bowl_downgraded,Do [sword]1 damage,1,attack(1);,Random Roll,NORMAL,,BRIGHTCYAN,,,,,0,NO,NO,,,,,,,,,,,,,
Enchanted Shield,Add [shield]<d6> shield|(Cost [mana]2[]: +[shield]<d6> shield),1,if(getstatusself(MANA) >= 2) { removestatusself(MANA|2); inflictself(SHIELD| d * 2); } else { inflictself(SHIELD| d); } ,Protection,MAX3,,ORANGE,increaserange,decreaserange,,,0,YES,NO,,1,,,,,,,,,,,
Sun Beam,Do [sword]5 damage|(Cost [mana]2[]: double damage),1,if(getstatusself(MANA) >= 2) { removestatusself(MANA|2); attack(10); } else { attack(5); } ,Blowtorch,EVEN,,BRIGHTCYAN,simplify,complicate,,,0,NO,NO,,1,,,,,,,,,,,if(getstatusself(MANA) >= 2) { removestatusself(MANA|2); }
Winds of Winter,Do [sword]1 damage for each|[mana]1 mana you have,1,if(getstatusself(MANA) > 0) {attack(getstatusself(MANA)); },Drunken Boxing,EVEN,,PURPLE,simplify,complicate,,,0,NO,NO,,1,,,,,,,,,,,
Stew Pot,Do [sword]1 damage[;] reroll dice|(If [mana]>=6: return 5 or 6),1,if(getstatusself(MANA) >= 6) { givedice(rand([5|6])); } else { givedice(); } attack(1);,Magic Six,NORMAL,,PURPLE,change_power,change_power,,,0,NO,NO,,1,,,,,,,,,,,if(getstatusself(MANA) >= 6) { givedice(rand([5|6])); } else { givedice(); }
Stew Pot_upgraded,Do [sword]1 damage[;] reroll dice|(If [mana]>=4: return 5 or 6),1,if(getstatusself(MANA) >= 4) { givedice(rand([5|6])); } else { givedice(); } attack(1);,Magic Six,NORMAL,,PURPLE,,,,,0,NO,NO,,,,,,,,,,,,,if(getstatusself(MANA) >= 4) { givedice(rand([5|6])); } else { givedice(); }
Stew Pot_downgraded,Do [sword]1 damage[;] reroll dice|(If [mana]>=8: return 5 or 6),1,if(getstatusself(MANA) >= 8) { givedice(rand([5|6])); } else { givedice(); } attack(1);,Magic Six,NORMAL,,PURPLE,,,,,0,NO,NO,,,,,,,,,,,,,if(getstatusself(MANA) >= 8) { givedice(rand([5|6])); } else { givedice(); }
Bronze Cauldron,Do [sword]2[;] get an odd dice|[gray](Reuseable),1,attack(2); givedice(rand([1|3|5]));,Reroll,EVEN,,ORANGE,change_power,change_power,,,-1,NO,NO,,1,,,,,,,,,,,
Bronze Cauldron_upgraded,Do [sword]3[;] get an odd dice|[gray](Reuseable),1,attack(3); givedice(rand([1|3|5]));,Reroll,EVEN,,ORANGE,,,,,-1,NO,NO,,,,,,,,,,,,,
Bronze Cauldron_downgraded,Do [sword]1 damage,1,attack(1);,Reroll,EVEN,,ORANGE,,,,,-1,NO,NO,,,,,,,,,,,,,
Moon Beam,Do [sword]5 damage|(If [mana]>=7: double damage),1,if(getstatusself(MANA) >= 7) { attack(10); } else { attack(5); } ,Glisten,EVEN,,PURPLE,change_power,complicate,,,0,NO,NO,,1,,,,,,,,,,,
Moon Beam_upgraded,Do [sword]7 damage|(If [mana]>=7: double damage),1,if(getstatusself(MANA) >= 7) { attack(14); } else { attack(7); } ,Glisten,EVEN,,PURPLE,,,,,0,NO,NO,,,,,,,,,,,,,
Northern Lights,Get 2x<d6>s next turn|(If [mana]>=5: get 3 instead),1,if(getstatusself(MANA) >= 5) { inflictself(~stash~+d|3); inflictself(~illuminate~); } else { inflictself(~stash~+d|2); inflictself(~illuminate~); } ,Magic Dice,NORMAL,,PURPLE,change_power,complicate,,,0,YES,NO,,1,,,,,,,,,,,
Northern Lights_upgraded,Get 4x<d6>s next turn|(If [mana]>=5: get 6 instead),1,if(getstatusself(MANA) >= 5) { inflictself(~stash~+d|6); inflictself(~illuminate~); } else { inflictself(~stash~+d|4); inflictself(~illuminate~); } ,Magic Dice,DOUBLES|DOUBLES,,PURPLE,,,,,0,YES,NO,,,,,,,,,,,,,
Daffodil,Dice value -1|(At start of turn: get [mana]1),1,if(d >= 2) givedice(d - 1);,Glisten,MIN4,,YELLOW,change_power,decreaserange,,,0,YES,NO,,1,,,,e.animate(~flashandshake~); inflictself(MANA|1);,,,,,,,
Daffodil_upgraded,Dice value -1|(At start of turn: get [mana]1),1,if(d >= 2) givedice(d - 1);,Glisten,MIN2,,YELLOW,,,,,0,YES,NO,,,,,,e.animate(~flashandshake~); inflictself(MANA|1);,,,,,,,
