Name,Description,Size,Script: On Execute,Gadget,Slots,NEED TOTAL?,Colour,Upgrade,Weaken,Alternate Status Trigger,SFX,Uses?,Cast Backwards?,Single use?,Tags,Witch Spell,Script: Before Combat,Script: After Combat,Script: Before Start Turn,Script: On Start Turn,Script: On any equipment use,Script: On any countdown reduce,Script: End Turn,Script: Before execute,Script: On Snap,Script: On Fury,Script: On Dodge
Paralily_upgraded,Inflict [vanish]1 vanish|(Cost [mana]2: +[vanish]1 extra),1,inflict(~ncr_vanish~); sfx(~_vanish~); if(getstatusself(MANA) >= 2){ removestatusself(MANA[;]2); inflict(~ncr_vanish~); };,Delude,MAX4|MAX4,,PINK,,,,,0,NO,NO,,,,,,,,,,,,,
Paralily_downgraded,Inflict [vanish]1 vanish,1,inflict(~ncr_vanish~); sfx(~_vanish~);,Delude,NORMAL|NORMAL,5,PINK,,,,,0,NO,NO,,,,,,,,,,,,,
Ghost Imaging,Receive [vanish]vanish[;]|restore [heal]<d6> health,1,inflictself(~ncr_vanish~); attackself(-d); sfx(~_vanish~); sfx(~_heal~);,Delude,MAX5,,PINK,change_power,change_power,,,0,YES,NO,robotonly,,,,,,,,,,,,
Ghost Imaging_upgraded,Receive [vanish]vanish[;]|restore [heal]<d6> health,1,inflictself(~ncr_vanish~); attackself(-d); sfx(~_vanish~); sfx(~_heal~);,Delude,NORMAL,,PINK,,,,,0,YES,NO,robotonly,,,,,,,,,,,,
Ghost Imaging_downgraded,Receive [vanish]vanish[;]|restore [heal]<d6> health,1,inflictself(~ncr_vanish~); attackself(-d); sfx(~_vanish~); sfx(~_heal~);,Delude,MAX3,,PINK,,,,,0,YES,NO,robotonly,,,,,,,,,,,,
Salt Circle,Inflict [lock]1 lock per|[vanish]vanish on enemy,2,var lockamt = getstatus(~ncr_vanish~); if(getstatus(VANISH) > 0) lockamt = target.dice + target.extradice + target.bonusdice; inflict(LOCK[;]lockamt); sfx(~_vanish~); sfx(~_lock~);,Padlock,EVEN,,PURPLE,change_power,change_power,,,0,NO,NO,,,,,,,,,,,,,
Salt Circle_upgraded,Inflict [lock]1 lock per|[vanish]vanish on enemy,2,var lockamt = getstatus(~ncr_vanish~); if(getstatus(VANISH) > 0) lockamt = target.dice + target.extradice + target.bonusdice; inflict(LOCK[;]lockamt); sfx(~_vanish~); sfx(~_lock~);,Padlock,NORMAL,,PURPLE,,,,,0,NO,NO,,,,,,,,,,,,,
Salt Circle_downgraded,Inflict [lock]1 lock if|enemy has [vanish]vanish,2,if(getstatus(~ncr_vanish~) > 0 # getstatus(VANISH) > 0){ inflict(LOCK[;]1); }; sfx(~_vanish~); sfx(~_lock~);,Padlock,EVEN,,PURPLE,,,,,0,NO,NO,,,,,,,,,,,,,
Magic Mushroom,Inflict [weaken]1 weaken[;] [vanish]1|vanish & [poison]2 poison,1,inflict(~ncr_vanish~); inflict(WEAKEN[;]1); inflict(POISON[;]2); sfx(~_vanish~); sfx(~_weaken~);,Burrower,COUNTDOWN,12,PURPLE,change_power,change_power,,,0,NO,NO,,1,,,,,,,,,,,
Magic Mushroom_upgraded,Inflict [weaken]1 weaken[;] [vanish]2|vanish & [poison]3 poison,1,inflict(~ncr_vanish~[;]2); inflict(WEAKEN[;]1); inflict(POISON[;]3); sfx(~_vanish~); sfx(~_weaken~);,Burrower,COUNTDOWN,12,PURPLE,,,,,0,NO,NO,,,,,,,,,,,,,
Magic Mushroom_downgraded,Inflict [weaken]1 weaken[;] [vanish]1|vanish or [poison]2 poison,1,var f = [~ncr_vanish~[;]WEAKEN[;]POISON]; inflict(rand(f)[;]1); sfx(~_vanish~); sfx(~_weaken~);,Burrower,COUNTDOWN,12,PURPLE,,,,,0,NO,NO,,,,,,,,,,,,,
Phantom Dirk,Deal [vanish]<d6> damage|On even[;] inflict [vanish]2 vanish,1,attack(d[;]VANISH); sfx(~_vanish~); if(d%2 == 0){ inflict(~ncr_vanish~[;]2); };,Delude,MAX4,,PINK,change_power,change_power,,,0,NO,NO,,1,,,,,,,,,,,
Phantom Dirk_upgraded,Deal [vanish]<d6> damage|On even[;] inflict [vanish]2 vanish,1,attack(d[;]VANISH); sfx(~_vanish~); if(d%2 == 0){ inflict(~ncr_vanish~[;]2); };,Delude,NORMAL,,PINK,,,,,0,NO,NO,,,,,,,,,,,,,
Phantom Dirk_downgraded,Deal [vanish]<d6> damage,1,attack(d[;]VANISH); sfx(~_vanish~);,Delude,MAX4,,PINK,,,,,0,NO,NO,,,,,,,,,,,,,
Dark Arts,[vanish]<double> damage. Next turn[;]|you get [vanish]<d6> vanish,2,attack(d*2[;]VANISH); jinx(~Dark Arts~[;]~get [vanish]%VAR% vanish~[;]~Get [vanish]%VAR% vanish~[;]~inflict(\~ncr_vanish\~[;]%VAR%); sfx(\~_vanish\~);~[;]self[;]self[;]1[;]d); sfx(~_vanish~);,Strobe Light,MAX5,,GRAY,change_power,change_power,,,0,NO,NO,,,,,,,,,,,,,jinx(~Dark Arts~[;]~get [vanish]%VAR% vanish~[;]~Get [vanish]%VAR% vanish~[;]~inflict(\~ncr_vanish\~[;]%VAR%); sfx(\~_vanish\~);~[;]self[;]self[;]1[;]d); sfx(~_vanish~);
Dark Arts_upgraded,[vanish]<double> damage. Next turn[;]|you get [vanish]<d6> vanish,2,attack(d*2[;]VANISH); jinx(~Dark Arts~[;]~get [vanish]%VAR% vanish~[;]~Get [vanish]%VAR% vanish~[;]~inflict(\~ncr_vanish\~[;]%VAR%); sfx(\~_vanish\~);~[;]self[;]self[;]1[;]d); sfx(~_vanish~);,Strobe Light,NORMAL,,GRAY,,,,,0,NO,NO,,,,,,,,,,,,,jinx(~Dark Arts~[;]~get [vanish]%VAR% vanish~[;]~Get [vanish]%VAR% vanish~[;]~inflict(\~ncr_vanish\~[;]%VAR%); sfx(\~_vanish\~);~[;]self[;]self[;]1[;]d); sfx(~_vanish~);
Dark Arts_downgraded,[vanish]<d6> damage. Next turn[;]|you get [vanish]<d6> vanish,2,attack(d[;]VANISH); jinx(~Dark Arts~[;]~get [vanish]%VAR% vanish~[;]~Get [vanish]%VAR% vanish~[;]~inflict(\~ncr_vanish\~[;]%VAR%); sfx(\~_vanish\~);~[;]self[;]self[;]1[;]d); sfx(~_vanish~);,Strobe Light,MAX5,,GRAY,,,,,0,NO,NO,,,,,,,,,,,,,jinx(~Dark Arts~[;]~get [vanish]%VAR% vanish~[;]~Get [vanish]%VAR% vanish~[;]~inflict(\~ncr_vanish\~[;]%VAR%); sfx(\~_vanish\~);~[;]self[;]self[;]1[;]d); sfx(~_vanish~);
Paranoia,Double the enemy's|[vanish]vanish,1,inflict(~ncr_vanish~[;]getstatus(~ncr_vanish~)); sfx(~_vanish~);,Delude,COUNTDOWN,6,PINK,change_power,change_power,,,0,NO,NO,,1,,,,,,,,,,,
Paranoia_upgraded,Triple the enemy's|[vanish]vanish,1,inflict(~ncr_vanish~[;]getstatus(~ncr_vanish~) * 2); sfx(~_vanish~);,Delude,COUNTDOWN,6,PINK,,,,,0,NO,NO,,,,,,,,,,,,,
Paranoia_downgraded,Inflict [vanish]1 vanish,1,inflict(~ncr_vanish~); sfx(~_vanish~);,Delude,COUNTDOWN,6,PINK,,,,,0,NO,NO,,,,,,,,,,,,,
Spectrodrop,Inflict [vanish]2 vanish|(If [mana]>=3: do [vanish]<d6> damage),1,inflict(~ncr_vanish~|2); sfx(~_vanish~); if(getstatusself(MANA) >= 3){ attack(d[;]VANISH); };,Hadoken,NORMAL|NORMAL,6,PINK,change_power,change_power,,,0,NO,NO,,1,,,,,,,,,,,
Spectrodrop_upgraded,Inflict [vanish]2 vanish|(If [mana]>=3: do [vanish]<d6> damage),1,inflict(~ncr_vanish~|2); sfx(~_vanish~); if(getstatusself(MANA) >= 3){ attack(d[;]VANISH); };,Hadoken,NORMAL|NORMAL,8,PINK,,,,,0,NO,NO,,,,,,,,,,,,,
Spectrodrop_downgraded,Inflict [vanish]2 vanish|(If [mana]>=3: do [vanish]<d6> damage),1,inflict(~ncr_vanish~|2); sfx(~_vanish~); if(getstatusself(MANA) >= 3){ attack(d[;]VANISH); };,Hadoken,NORMAL|NORMAL,4,PINK,,,,,0,NO,NO,,,,,,,,,,,,,
Monster Ash,[fire]<d6> dmg + [fire]1 burn[;] twice|if enemy has [vanish] vanish,1,if(getstatus(~ncr_vanish~) > 0 # getstatus(VANISH) > 0){ attack(d[;]FIRE); inflict(FIRE); sfx(~_fire~[;]~~[;]0.2); }; attack(d[;]FIRE); inflict(FIRE); sfx(~_fire~);,Blowtorch,MAX4,,RED,change_power,change_power,,,0,NO,NO,,,,,,,,,,,,,
Monster Ash_upgraded,[fire]<d6> dmg + [fire]1 burn[;] twice|if enemy has [vanish] vanish,1,if(getstatus(~ncr_vanish~) > 0 # getstatus(VANISH) > 0){ attack(d[;]FIRE); inflict(FIRE); sfx(~_fire~[;]~~[;]0.2); }; attack(d[;]FIRE); inflict(FIRE); sfx(~_fire~);,Blowtorch,MAX5,,RED,,,,,0,NO,NO,,,,,,,,,,,,,
Monster Ash_downgraded,Deal [fire] <d6> damage|Inflict [fire]1 burn,1,attack(d[;]FIRE); inflict(FIRE); sfx(~_fire~);,Blowtorch,MAX4,,RED,,,,,0,NO,NO,,,,,,,,,,,,,
Pyrophobia,[vanish]<d6> dmg + [vanish]1 vanish[;] twice|if enemy is [fire] burning,1,if(getstatus(FIRE) > 0){ attack(d[;]VANISH); inflict(~ncr_vanish~); sfx(~_vanish~[;]~~[;]0.2); }; attack(d[;]VANISH); inflict(~ncr_vanish~); sfx(~_vanish~);,Hadoken,MAX4,,PINK,change_power,change_power,,,0,NO,NO,,,,,,,,,,,,,
Pyrophobia_upgraded,[vanish]<d6> dmg + [vanish]1 vanish[;] twice|if enemy is [fire] burning,1,if(getstatus(FIRE) > 0){ attack(d[;]VANISH); inflict(~ncr_vanish~); sfx(~_vanish~[;]~~[;]0.2); }; attack(d[;]VANISH); inflict(~ncr_vanish~); sfx(~_vanish~);,Hadoken,MAX5,,PINK,,,,,0,NO,NO,,,,,,,,,,,,,
Pyrophobia_downgraded,Deal [vanish] <d6> damage|Inflict [vanish]1 vanish,1,attack(d[;]VANISH); inflict(~ncr_vanish~); sfx(~_vanish~);,Hadoken,MAX4,,PINK,,,,,0,NO,NO,,,,,,,,,,,,,
Tears for Fears,[ice]<d6> dmg + [ice]1 freeze[;] twice|if enemy has [vanish] vanish,1,if(getstatus(~ncr_vanish~) > 0 # getstatus(VANISH) > 0){ attack(d[;]ICE); inflict(ICE); sfx(~_ice~[;]~~[;]0.2); }; attack(d[;]ICE); inflict(ICE); sfx(~_ice~);,Flash Freeze,MAX4,,BRIGHTCYAN,change_power,change_power,,,0,NO,NO,,,,,,,,,,,,,
Tears for Fears_upgraded,[ice]<d6> dmg + [ice]1 freeze[;] twice|if enemy has [vanish] vanish,1,if(getstatus(~ncr_vanish~) > 0 # getstatus(VANISH) > 0){ attack(d[;]ICE); inflict(ICE); sfx(~_ice~[;]~~[;]0.2); }; attack(d[;]ICE); inflict(ICE); sfx(~_ice~);,Flash Freeze,MAX5,,BRIGHTCYAN,,,,,0,NO,NO,,,,,,,,,,,,,
Tears for Fears_downgraded,Deal [ice]<d6> damage|Inflict [ice]1 freeze,1,attack(d[;]ICE); inflict(ICE); sfx(~_ice~);,Flash Freeze,MAX4,,BRIGHTCYAN,,,,,0,NO,NO,,,,,,,,,,,,,
Christmas Past,[vanish]<d6> dmg + [vanish]1 vanish[;] twice|if enemy is [ice] frozen,1,if(getstatus(ICE) > 0){ attack(d[;]VANISH); inflict(~ncr_vanish~); sfx(~_vanish~[;]~~[;]0.2); }; attack(d[;]VANISH); inflict(~ncr_vanish~); sfx(~_vanish~);,Hadoken,MAX4,,PINK,change_power,change_power,,,0,NO,NO,,,,,,,,,,,,,
Christmas Past_upgraded,[vanish]<d6> dmg + [vanish]1 vanish[;] twice|if enemy is [ice] frozen,1,if(getstatus(ICE) > 0){ attack(d[;]VANISH); inflict(~ncr_vanish~); sfx(~_vanish~[;]~~[;]0.2); }; attack(d[;]VANISH); inflict(~ncr_vanish~); sfx(~_vanish~);,Hadoken,MAX5,,PINK,,,,,0,NO,NO,,,,,,,,,,,,,
Christmas Past_downgraded,Deal [vanish] <d6> damage|Inflict [vanish]1 vanish,1,attack(d[;]VANISH); inflict(~ncr_vanish~); sfx(~_vanish~);,Hadoken,MAX4,,PINK,,,,,0,NO,NO,,,,,,,,,,,,,
Bottled Death,[vanish]4 damage + [vanish]1 vanish|[gray](once per battle),1,attack(4[;]VANISH); sfxdamage(target[;]4); inflict(~ncr_vanish~); sfx(~_vanish~);,Strobe Light,NORMAL,,PURPLE,change_power,change_power,,,0,NO,YES,excludefromrandomlists,,,,,,,,,,,,
